Gene,Group,Correlation
NSG1,Group4,0.562307692307692
EPS8,Group4,0.562307692307692
RASSF4,Group4,0.562307692307692
RP11-830F9.6,SHH,0.562307692307692
WASF1,Group3,0.561538461538462
APCDD1L,Group3,0.561538461538462
ABT1,Group3,0.560769230769231
THSD1,WNT,0.56
C5orf22,Group3,0.559230769230769
TMEM100,WNT,0.559230769230769
FRMD6,WNT,0.559230769230769
PRRX1,WNT,0.559230769230769
FRYL,SHH,0.559230769230769
TGFBI,WNT,0.558461538461538
KIF21B,Group4,0.558461538461538
KIF21B,Group3,0.558461538461538
MBLAC2,Group3,0.558461538461538
GTPBP10,Group4,0.558461538461538
MYD88,SHH,0.558461538461538
EPHA3,WNT,0.558461538461538
JAM3,WNT,0.558461538461538
YIF1B,WNT,0.558461538461538
C2orf69,Group4,0.558461538461538
GTPBP10,Group3,0.558461538461538
CNNM4,Group3,0.558461538461538
SLFN13,Group4,0.558461538461538
TMEM165,WNT,0.557692307692308
CDPF1,WNT,0.557692307692308
COX11,Group4,0.556923076923077
COX11,Group3,0.556923076923077
CMTR1,Group3,0.556923076923077
EMP3,WNT,0.556923076923077
NCKAP1,Group4,0.556923076923077
TNFRSF21,WNT,0.556923076923077
EMP3,SHH,0.556923076923077
FAM172A,WNT,0.556153846153846
METTL9,SHH,0.556153846153846
SPAST,Group4,0.556153846153846
HDHD2,Group3,0.556153846153846
KIAA1468,Group4,0.556153846153846
PRDM2,Group4,0.556153846153846
HDHD2,Group4,0.556153846153846
LNP1,Group3,0.555384615384615
MCM2,SHH,0.555384615384615
TSPAN8,WNT,0.555384615384615
TRIM24,Group4,0.555384615384615
DNM3,Group4,0.555384615384615
TMED2,WNT,0.555384615384615
PLAT,WNT,0.554615384615385
GRSF1,Group4,0.554615384615385
ETV5,WNT,0.554615384615385
GPR124,WNT,0.554615384615385
NAA25,Group3,0.554615384615385
GRSF1,Group3,0.554615384615385
RTN4IP1,Group3,0.553846153846154
SDK2,Group3,0.553846153846154
C11orf54,WNT,0.553846153846154
RTN4IP1,Group4,0.553846153846154
C11orf54,SHH,0.553846153846154
MALSU1,Group3,0.553076923076923
MOB1A,WNT,0.553076923076923
GAREM,WNT,0.553076923076923
RPGRIP1L,SHH,0.553076923076923
MOB1A,SHH,0.553076923076923
ZNF277,SHH,0.553076923076923
KLHL36,Group4,0.552307692307692
ANXA1,SHH,0.552307692307692
CTD-2116N17.1,Group4,0.552307692307692
USP25,Group3,0.552307692307692
GLRX3,SHH,0.552307692307692
USP25,Group4,0.552307692307692
ZNF814,Group3,0.551538461538462
FREM1,SHH,0.551538461538462
CYBRD1,WNT,0.551538461538462
TDRP,Group3,0.551538461538462
CYBRD1,SHH,0.551538461538462
RPRD1A,Group4,0.551538461538462
RPL36,WNT,0.550769230769231
CGGBP1,Group4,0.550769230769231
SMIM4,WNT,0.550769230769231
CDK7,Group3,0.550769230769231
RPL36,SHH,0.550769230769231
NOG,WNT,0.550769230769231
ZMAT3,WNT,0.55
MSI1,Group4,0.55
STX8,SHH,0.55
CITED2,Group4,0.55
ACADS,Group3,0.55
RASEF,Group3,0.55
HOXC13,Group4,0.549934473384021
FGFR1,WNT,0.549230769230769
NUDT2,WNT,0.549230769230769
MBP,WNT,0.549230769230769
HMCN1,WNT,0.549230769230769
PDE4D,Group4,0.549230769230769
STX1B,Group4,0.548461538461538
CACNA1C,Group4,0.548461538461538
RAPGEF1,Group4,0.548461538461538
PLEKHA7,WNT,0.548461538461538
RRP15,Group3,0.548461538461538
FAM21C,Group4,0.548461538461538
ASTN1,WNT,0.547692307692308
SLC6A1,WNT,0.547692307692308
STAC,SHH,0.547692307692308
CYBA,WNT,0.547692307692308
FBXW9,Group3,0.547692307692308
NCOA4,Group4,0.546923076923077
ARL6IP4,WNT,0.546923076923077
CRY2,Group4,0.546923076923077
SERTAD3,Group3,0.546153846153846
GPM6A,Group4,0.546153846153846
GABRE,WNT,0.546153846153846
AAED1,WNT,0.546153846153846
NELFCD,SHH,0.546153846153846
AAED1,SHH,0.546153846153846
NIPA2,SHH,0.546153846153846
GK5,Group3,0.545384615384615
OPA1,Group4,0.545384615384615
SCRT2,Group4,0.545384615384615
CRMP1,Group4,0.545384615384615
PTCH1,SHH,0.545384615384615
DERA,SHH,0.544615384615385
POLR3G,Group3,0.544615384615385
DEFA5,WNT,0.544538792347756
GNAI2,WNT,0.543846153846154
MUT,Group4,0.543846153846154
MXI1,SHH,0.543846153846154
MUT,Group3,0.543846153846154
CAMK2G,WNT,0.543846153846154
MXI1,WNT,0.543846153846154
SGSM1,WNT,0.543846153846154
RORB,WNT,0.543846153846154
FAM110B,Group4,0.543846153846154
RSPO1,WNT,0.543284497003513
EIF2A,SHH,0.543076923076923
OMD,SHH,0.543076923076923
C21orf33,WNT,0.543076923076923
SMYD2,SHH,0.543076923076923
SPATA18,WNT,0.543076923076923
PGAM2,SHH,0.543076923076923
C8orf48,Group4,0.543076923076923
C14orf37,Group4,0.543076923076923
PRSS56,WNT,0.542684570207996
GTF2I,Group4,0.542307692307692
GTF2I,Group3,0.542307692307692
TEX14,Group4,0.542307692307692
LMBRD2,Group4,0.542307692307692
MRPL52,WNT,0.542307692307692
WDR62,Group3,0.542307692307692
TRIQK,WNT,0.542307692307692
H2AFY2,Group3,0.542307692307692
MARCH11,WNT,0.542307692307692
H2AFY2,Group4,0.542307692307692
GPSM1,Group4,0.541538461538462
NPFFR1,WNT,0.541538461538462
CD44,WNT,0.541538461538462
CCDC88C,WNT,0.541538461538462
MST4,SHH,0.541538461538462
PAQR8,WNT,0.540769230769231
SLC25A4,Group4,0.540769230769231
SLC25A4,Group3,0.540769230769231
KIAA1211,Group4,0.540769230769231
PTP4A1,Group3,0.540769230769231
SFXN1,Group4,0.540769230769231
PTP4A1,Group4,0.540769230769231
CCL3,WNT,0.540769230769231
C3orf72,WNT,0.540769230769231
C3orf72,SHH,0.540769230769231
SFXN1,Group3,0.540769230769231
TMEM9,WNT,0.540769230769231
GALP,Group3,0.540666729899772
MYO7B,SHH,0.540488565489527
COMMD10,SHH,0.54
EVL,Group4,0.54
POTEF,Group3,0.54
SLC35F1,WNT,0.54
SMYD3,Group3,0.54
DBF4,SHH,0.54
LOH12CR2,Group4,0.54
MIIP,SHH,0.54
KCNIP2,Group4,0.54
EVL,Group3,0.54
SCARA5,WNT,0.539772363071322
FBXO10,Group3,0.539230769230769
EML6,WNT,0.539230769230769
NIPSNAP3A,WNT,0.539230769230769
AIP,WNT,0.539230769230769
APBB2,Group3,0.539230769230769
GPR52,Group4,0.538461538461539
PDK2,Group4,0.538461538461539
AC024592.12,WNT,0.538461538461539
XRN2,SHH,0.538461538461539
SLC4A4,WNT,0.538461538461539
PSMB10,WNT,0.538461538461539
ABL1,Group4,0.538461538461539
PSMB10,SHH,0.538461538461539
VIT,WNT,0.538180429266796
RAD54L2,Group3,0.537692307692308
NRF1,Group4,0.537692307692308
KRT19,SHH,0.537692307692308
PSME1,SHH,0.537692307692308
GNAS,SHH,0.537692307692308
IFI27,WNT,0.537692307692308
RPL19,SHH,0.537692307692308
NDUFAF5,WNT,0.536923076923077
NDUFAF5,Group3,0.536923076923077
FNDC3B,WNT,0.536923076923077
LTB4R,SHH,0.536923076923077
DEF8,Group4,0.536923076923077
RNF150,WNT,0.536923076923077
RERE,Group3,0.536923076923077
RERE,Group4,0.536923076923077
TTC3,Group4,0.536153846153846
RC3H1,Group4,0.536153846153846
MARK4,Group4,0.536153846153846
KIRREL2,Group3,0.536153846153846
IGFBP6,SHH,0.536153846153846
PTBP2,Group3,0.535384615384615
BCL6,SHH,0.535384615384615
GGA2,Group3,0.535384615384615
KLF6,SHH,0.535384615384615
CBLN2,WNT,0.535384615384615
PCDH8,WNT,0.535384615384615
KIRREL,SHH,0.535384615384615
PURB,Group4,0.535384615384615
PTBP2,Group4,0.535384615384615
GCDH,WNT,0.535384615384615
CSNK1E,SHH,0.534615384615385
SKP2,WNT,0.534615384615385
STX1A,WNT,0.534615384615385
CPED1,WNT,0.534615384615385
CTNNAL1,WNT,0.534615384615385
EFHD2,WNT,0.534615384615385
CPED1,SHH,0.534615384615385
ZC3HAV1L,Group3,0.534615384615385
ZC3HAV1L,WNT,0.534615384615385
ARHGAP21,Group4,0.533846153846154
ARHGAP21,SHH,0.533846153846154
RUSC2,Group4,0.533846153846154
TMSB10,Group3,0.533846153846154
MRPS6,Group3,0.533846153846154
ATG10,SHH,0.533846153846154
EEFSEC,Group4,0.533846153846154
SDC3,Group4,0.533846153846154
DAP3,Group3,0.533846153846154
OBFC1,WNT,0.533076923076923
FAM198A,SHH,0.533076923076923
C14orf79,Group3,0.533076923076923
SEPHS2,Group3,0.533076923076923
TRIM5,WNT,0.533076923076923
C19orf81,WNT,0.533076923076923
SLC9A6,Group4,0.533076923076923
RIC8B,Group4,0.532307692307692
DERL1,WNT,0.532307692307692
FEZ2,Group3,0.532307692307692
HERC1,Group4,0.532307692307692
DTWD1,SHH,0.532307692307692
TTYH3,Group3,0.532307692307692
NEO1,SHH,0.532307692307692
LAMB1,WNT,0.531538461538462
METTL7A,WNT,0.531538461538462
N4BP3,Group3,0.531538461538462
SCARF2,WNT,0.531538461538462
SSBP2,SHH,0.531538461538462
OXSR1,SHH,0.531538461538462
TMEM45A,WNT,0.531538461538462
METTL7A,SHH,0.531538461538462
C4orf21,Group4,0.530769230769231
LGI2,WNT,0.530769230769231
S100A4,WNT,0.530769230769231
HIVEP2,SHH,0.530769230769231
KIAA0101,Group3,0.530769230769231
SERP2,SHH,0.530769230769231
KIAA0101,Group4,0.530769230769231
SLFN5,Group4,0.53
EML1,Group3,0.53
NCAPG,SHH,0.53
C8orf56,WNT,0.53
MRPS12,SHH,0.53
MEST,WNT,0.53
ATP1B3,SHH,0.53
NGFR,SHH,0.529230769230769
GAB2,Group4,0.529230769230769
PIK3C3,Group4,0.529230769230769
LEPRE1,WNT,0.529230769230769
SORBS3,SHH,0.529230769230769
BCAS3,Group4,0.528461538461539
ATF7IP,Group4,0.528461538461539
ATP9A,Group4,0.528461538461539
CEP120,Group4,0.528461538461539
NDUFA5,Group4,0.528461538461539
WDR31,Group3,0.528461538461539
EMILIN1,SHH,0.528461538461539
ATF7IP,Group3,0.528461538461539
EMILIN1,WNT,0.528461538461539
TRABD2A,WNT,0.528461538461539
CPM,SHH,0.528461538461539
NDUFA5,Group3,0.528461538461539
TCIRG1,WNT,0.528461538461539
DROSHA,Group4,0.528461538461539
NTAN1,SHH,0.527692307692308
ABHD4,Group4,0.527692307692308
MARCKS,SHH,0.527692307692308
ABHD4,WNT,0.527692307692308
FRS2,Group4,0.527692307692308
MARCKS,Group4,0.527692307692308
DOCK11,SHH,0.527692307692308
PRKG1,WNT,0.526923076923077
UCHL1,SHH,0.526923076923077
RFK,Group4,0.526923076923077
PEX11A,WNT,0.526923076923077
RFK,Group3,0.526923076923077
THSD7A,WNT,0.526923076923077
KIF1B,Group4,0.526153846153846
FZD8,Group3,0.526153846153846
COX7C,Group3,0.526153846153846
PCNT,SHH,0.526153846153846
SIVA1,SHH,0.526153846153846
SRL,SHH,0.526153846153846
MYO5A,Group4,0.526153846153846
RRP9,Group3,0.526153846153846
FUT5,WNT,0.526153846153846
TMEM130,Group4,0.525384615384615
HSPB1,WNT,0.525384615384615
PITHD1,Group4,0.525384615384615
CDC40,Group3,0.525384615384615
UBE2F,Group3,0.525384615384615
RPL21,SHH,0.525384615384615
RAB33A,SHH,0.525384615384615
NSMCE2,Group3,0.524615384615385
CDC42EP1,WNT,0.524615384615385
ABCB4,SHH,0.524615384615385
PDZD2,Group3,0.524615384615385
NSMCE2,SHH,0.524615384615385
RALBP1,Group4,0.523846153846154
NDUFS5,SHH,0.523846153846154
COTL1,WNT,0.523846153846154
HELB,SHH,0.523846153846154
MFAP4,WNT,0.523846153846154
AL117190.2,Group4,0.523556025983343
KRBOX1,SHH,0.523076923076923
GTF2F2,Group3,0.523076923076923
CADM4,Group4,0.523076923076923
DPF3,SHH,0.523076923076923
PGK1,Group3,0.523076923076923
SPOPL,SHH,0.523076923076923
KCTD6,Group3,0.523076923076923
BUB1,SHH,0.523076923076923
GPR19,WNT,0.523076923076923
IDS,Group4,0.523076923076923
ZC3H12C,SHH,0.523076923076923
PYROXD1,Group3,0.523076923076923
SLC8A3,Group4,0.522307692307692
TRMT112,WNT,0.522307692307692
HOMEZ,WNT,0.522307692307692
RNF2,Group3,0.522307692307692
CYB561,WNT,0.522307692307692
TRMT112,SHH,0.522307692307692
SIM1,Group4,0.521940108468641
ARID2,Group4,0.521538461538462
ATP6V1D,Group4,0.521538461538462
CRLS1,WNT,0.521538461538462
ARID3B,Group3,0.521538461538462
FBXO9,Group4,0.520769230769231
GAB1,SHH,0.520769230769231
FBXO9,Group3,0.520769230769231
RFXAP,Group4,0.520769230769231
DLX5,Group4,0.520769230769231
PTPLA,SHH,0.52
ST8SIA3,WNT,0.52
TSEN15,WNT,0.52
AKIRIN1,Group3,0.52
SUMO3,Group3,0.52
TNFRSF11A,Group3,0.52
TRIP6,WNT,0.52
TRIP6,SHH,0.52
TSEN15,SHH,0.52
SOX13,SHH,0.519230769230769
GTF2IRD1,Group4,0.519230769230769
CRHBP,Group3,0.519230769230769
HKR1,Group3,0.519230769230769
IQGAP2,Group3,0.519230769230769
DNMBP,WNT,0.519230769230769
GTF2IRD1,Group3,0.519230769230769
RCAN1,Group3,0.518461538461538
DNAJC10,WNT,0.518461538461538
MRPS18A,Group3,0.518461538461538
RCAN1,Group4,0.518461538461538
FAM155A,SHH,0.518461538461538
ADAMTS15,SHH,0.518461538461538
GCNT1,WNT,0.518461538461538
UBE2E2,WNT,0.517692307692308
C12orf29,SHH,0.517692307692308
NACC2,WNT,0.517692307692308
ATOH1,SHH,0.517576438347447
PSMB5,Group3,0.516923076923077
KIAA1549,Group4,0.516923076923077
STK10,SHH,0.516923076923077
IK,Group3,0.516923076923077
CUX2,Group4,0.516923076923077
MRPS22,SHH,0.516923076923077
CHST12,Group4,0.516923076923077
PARD3,Group4,0.516923076923077
PPP3R1,Group3,0.516153846153846
DAD1,WNT,0.516153846153846
INPP5K,Group3,0.516153846153846
TRIB1,Group3,0.516153846153846
OGN,SHH,0.516153846153846
TRIM39,Group4,0.515384615384615
BACE1,Group3,0.515384615384615
EEPD1,WNT,0.515384615384615
ACHE,Group4,0.515384615384615
FBXO32,WNT,0.515384615384615
CABP2,Group3,0.515061754175353
SNX10,Group4,0.514615384615385
LZTS3,SHH,0.514615384615385
NOVA1,Group4,0.514615384615385
EVI2A,WNT,0.514615384615385
PDHB,Group3,0.514615384615385
YWHAZ,SHH,0.513846153846154
AZIN1,Group3,0.513846153846154
PABPC1,SHH,0.513846153846154
BIRC3,WNT,0.513846153846154
KIAA1199,WNT,0.513076923076923
ARHGEF10L,Group4,0.513076923076923
C1QL1,SHH,0.513076923076923
C1orf109,SHH,0.513076923076923
UBE2H,Group3,0.513076923076923
ZBED6CL,Group3,0.513076923076923
MTCH1,SHH,0.513076923076923
CAST,WNT,0.513076923076923
LRIG2,Group4,0.513076923076923
CTSH,WNT,0.513076923076923
GORASP2,Group3,0.513076923076923
GORASP2,WNT,0.513076923076923
GDAP1L1,SHH,0.512307692307692
PTPN13,Group3,0.512307692307692
ASAP1,Group3,0.512307692307692
UBAP1L,Group4,0.512307692307692
CCDC97,Group4,0.512307692307692
NPTN,WNT,0.512307692307692
KCTD5,WNT,0.511538461538461
PRPSAP1,Group4,0.511538461538461
KLHL22,Group4,0.511538461538461
MAPK8IP1,Group4,0.511538461538461
RPS5,SHH,0.510769230769231
SRGAP2,WNT,0.510769230769231
TMEM183A,Group3,0.510769230769231
RABEP1,Group4,0.51
RABEP1,Group3,0.51
PROSER2,Group3,0.509230769230769
ACTR1B,Group3,0.509230769230769
C7orf31,SHH,0.509230769230769
PLXNA1,Group4,0.509230769230769
ARHGAP44,Group3,0.508461538461539
PUS1,SHH,0.508461538461539
RRAS2,Group4,0.508461538461539
TNRC18,Group4,0.508461538461539
SPATA2L,SHH,0.508461538461539
DNAJC27,WNT,0.507692307692308
FLRT1,Group4,0.507692307692308
FLRT1,Group3,0.507692307692308
ZNF829,SHH,0.507692307692308
ETS2,Group3,0.506923076923077
FAM69A,Group4,0.506923076923077
SAMD14,Group4,0.506923076923077
SEMA4F,WNT,0.506923076923077
EPG5,Group4,0.506923076923077
FAM69A,Group3,0.506923076923077
P4HA1,WNT,0.506923076923077
MED10,SHH,0.506923076923077
PPP1R17,SHH,0.506923076923077
CEBPB,SHH,0.506923076923077
COL8A2,WNT,0.506923076923077
CCNB1,SHH,0.506153846153846
GPR27,Group4,0.506153846153846
HIBADH,WNT,0.506153846153846
CREB5,WNT,0.506153846153846
PGS1,Group4,0.505384615384615
TRIB3,SHH,0.505384615384615
PLEKHF2,WNT,0.505384615384615
FARP2,SHH,0.505384615384615
PNO1,Group3,0.505384615384615
THEMIS2,SHH,0.504615384615385
RFTN2,SHH,0.504615384615385
CHST8,WNT,0.504615384615385
PSRC1,SHH,0.504615384615385
OSTC,WNT,0.503846153846154
OSTC,SHH,0.503846153846154
SEMA3D,Group4,0.503846153846154
CCNC,SHH,0.503846153846154
TMEM99,WNT,0.503846153846154
MAP4,Group3,0.503846153846154
C12orf49,Group4,0.503846153846154
CCNC,Group3,0.503846153846154
DST,Group3,0.503076923076923
RAP1GAP2,SHH,0.503076923076923
C14orf132,Group4,0.503076923076923
SLC25A51,Group4,0.502307692307692
MS4A4A,SHH,0.502307692307692
PPP1R12B,Group4,0.502307692307692
ZNF503,WNT,0.502307692307692
APAF1,Group4,0.502307692307692
BRE,WNT,0.502307692307692
TNRC6C,Group4,0.502307692307692
S100A11,WNT,0.501538461538462
TLR2,WNT,0.501538461538462
TRIM45,Group4,0.501538461538462
ECM2,SHH,0.501538461538462
P2RX6,WNT,0.501538461538462
PTBP3,WNT,0.501538461538462
BBX,SHH,0.501538461538462
SPOCK2,Group4,0.501538461538462
SLC11A2,Group4,0.501538461538462
TLN2,Group3,0.501538461538462
TMEM74B,WNT,0.501538461538462
CTNNBIP1,Group4,0.500769230769231
C9orf9,WNT,0.500769230769231
MAP3K2,Group4,0.500769230769231
PPFIBP1,SHH,0.500769230769231
FER,Group4,0.500769230769231
TMEM243,SHH,0.5
TMEM243,Group3,0.5
GMPR2,WNT,0.5
DTX4,Group4,0.499230769230769
PCYOX1L,SHH,0.499230769230769
IGF1R,Group4,0.499230769230769
DCN,SHH,0.499230769230769
ZNF395,SHH,0.499230769230769
PLEKHG3,SHH,0.498461538461538
C5orf15,WNT,0.498461538461538
MMP15,Group3,0.498461538461538
GNB2,SHH,0.498461538461538
MYADM,WNT,0.498461538461538
OSBPL11,Group4,0.498461538461538
MMP15,Group4,0.498461538461538
HDLBP,WNT,0.498461538461538
CCDC171,Group4,0.498461538461538
ITSN1,Group4,0.498461538461538
GPX7,SHH,0.497692307692308
AMOT,Group4,0.497692307692308
THG1L,SHH,0.496923076923077
GDE1,WNT,0.496923076923077
NFYB,WNT,0.496923076923077
SMAD3,WNT,0.496923076923077
ATP6AP2,Group4,0.496923076923077
SYT16,Group4,0.496153846153846
ATP6V0E2,Group4,0.496153846153846
AVEN,WNT,0.496153846153846
LRRK1,SHH,0.496153846153846
PITPNA,Group3,0.496153846153846
C2orf49,Group4,0.496153846153846
CABYR,SHH,0.495384615384615
HDDC2,SHH,0.495384615384615
ING5,SHH,0.495384615384615
ANKFY1,Group4,0.495384615384615
CABYR,Group4,0.495384615384615
HDDC2,Group3,0.495384615384615
EXTL3,Group3,0.495384615384615
AES,Group4,0.495384615384615
DOCK3,Group4,0.495384615384615
AES,Group3,0.495384615384615
ELMO1,Group4,0.495384615384615
RGS17,WNT,0.494615384615385
RPL7A,SHH,0.494615384615385
RAMP3,WNT,0.494615384615385
TAF12,WNT,0.493846153846154
APMAP,WNT,0.493846153846154
RIMS4,Group4,0.493846153846154
SMG8,Group4,0.493846153846154
ARHGAP22,WNT,0.493846153846154
CD58,WNT,0.493076923076923
CXADR,WNT,0.493076923076923
ATG13,WNT,0.493076923076923
CXADR,Group4,0.493076923076923
PRKAA2,Group3,0.492307692307692
PTP4A3,Group3,0.492307692307692
BACH1,Group4,0.492307692307692
FOXL2,SHH,0.492307692307692
AC004381.6,SHH,0.492307692307692
DSE,WNT,0.492307692307692
ITPA,SHH,0.492307692307692
RPS8,SHH,0.492307692307692
AC004381.6,Group4,0.492307692307692
NAB1,Group4,0.492307692307692
HSPE1,SHH,0.492307692307692
FOXL2,WNT,0.492307692307692
TBCCD1,Group4,0.491538461538462
PRDM8,SHH,0.491538461538462
RAB6B,Group4,0.491538461538462
DCLK1,Group4,0.491538461538462
KRT18,Group3,0.491538461538462
OSBPL5,WNT,0.491538461538462
ERF,SHH,0.490769230769231
ADIPOR2,Group3,0.490769230769231
FUT10,WNT,0.490769230769231
MACF1,Group4,0.490769230769231
KCNMB4,Group4,0.49
KCNMB4,SHH,0.49
EHD1,SHH,0.489230769230769
PXK,Group4,0.489230769230769
BRD7,WNT,0.489230769230769
SYCP2,Group4,0.489230769230769
CCT5,Group3,0.489230769230769
METTL1,SHH,0.489230769230769
PCSK9,WNT,0.489230769230769
MMP16,SHH,0.488461538461538
VDAC1,Group3,0.488461538461538
TRAPPC5,Group3,0.488461538461538
TMEM158,WNT,0.488461538461538
LNX2,SHH,0.488461538461538
ZNF77,Group3,0.488461538461538
FBN1,WNT,0.487692307692308
PSAT1,WNT,0.487692307692308
PTGDS,SHH,0.486923076923077
BRIX1,Group3,0.486923076923077
FGD5,Group3,0.486923076923077
ZNF330,Group3,0.486923076923077
PRKD3,Group3,0.486923076923077
ZNF576,WNT,0.486153846153846
FMNL3,SHH,0.486153846153846
PTEN,Group4,0.486153846153846
CCNT2,Group4,0.486153846153846
CYTH3,Group4,0.486153846153846
DKK4,WNT,0.485445015161448
CSTF3,Group3,0.485384615384615
SNRPC,Group3,0.485384615384615
GLT8D2,WNT,0.485384615384615
