,WNT,WNT,SHH,SHH,Group3,Group3,Group4,Group4
210,LRRC53,0.727447599530744,LHFPL2,0.739230769230769,AKNA,0.720769230769231,PGAP1,0.772307692307692
211,IRX2,0.726923076923077,HHIP,0.738461538461539,FGFBP2,0.72,ARHGEF12,0.771538461538462
212,ESPNL,0.726923076923077,GYPC,0.738461538461539,BCOR,0.72,KLHL13,0.770769230769231
213,ZDHHC2,0.726153846153846,PCNXL2,0.737692307692308,MAPKAPK5,0.719230769230769,RYBP,0.769230769230769
214,GALNT15,0.726153846153846,EDA2R,0.736153846153846,PHYHIPL,0.719230769230769,NBEA,0.769230769230769
215,ADAM11,0.725384615384615,AL009178.1,0.735141386939848,YIPF5,0.715384615384615,SOX11,0.768461538461539
216,ACSL6,0.724615384615385,HDAC4,0.734615384615385,ART3,0.715384615384615,TSPAN2,0.767692307692308
217,DYRK4,0.724615384615385,TFDP2,0.733846153846154,CTD-3214H19.16,0.714615384615385,SIX1,0.766153846153846
218,MRPL32,0.724615384615385,INSM1,0.733846153846154,DDX55,0.713846153846154,C16orf95,0.765384615384615
219,EXT1,0.722307692307692,RPL14,0.733846153846154,C7orf73,0.713846153846154,ABRACL,0.764615384615385
220,PRELID2,0.722307692307692,ATP2B4,0.733076923076923,SPATS2L,0.713076923076923,KRAS,0.763846153846154
221,TSPAN11,0.722307692307692,NMU,0.732307692307692,MARS,0.712307692307692,TMEM178B,0.763076923076923
222,AK5,0.722307692307692,KHDRBS3,0.732307692307692,SLC43A2,0.710769230769231,CAMTA1,0.762307692307692
223,LMO2,0.721538461538462,C11orf70,0.730769230769231,PTPRF,0.710769230769231,ERC1,0.760769230769231
224,SEL1L3,0.721538461538462,COL25A1,0.73,ZNF154,0.71,CDH1,0.759230769230769
225,WNT11,0.720769230769231,PLEKHG4B,0.73,MC4R,0.70782844163753,PITPNM3,0.758461538461539
226,COL13A1,0.720769230769231,SYT7,0.73,C11orf96,0.706923076923077,TCEAL2,0.758461538461539
227,PKP4,0.718461538461538,ESRRB,0.729230769230769,NLN,0.706153846153846,KIF1A,0.758461538461539
228,PALD1,0.718461538461538,PGBD5,0.728461538461538,TRAF3IP2,0.706153846153846,KCNJ11,0.758461538461539
229,NHS,0.717692307692308,F3,0.728461538461538,FAM183A,0.706153846153846,KIAA2022,0.757692307692308
230,PLA2G16,0.716153846153846,IGFBP5,0.727692307692308,LRRC3,0.705384615384615,GLRB,0.757692307692308
231,DLX3,0.716153846153846,C6orf123,0.726923076923077,TRIP10,0.703076923076923,LPHN3,0.756923076923077
232,RHOU,0.716153846153846,TBX18,0.726923076923077,ASS1,0.702307692307692,TCEAL6,0.756153846153846
233,RAVER2,0.715384615384615,EP400,0.726153846153846,ETV1,0.701538461538462,ENOX1,0.755384615384615
234,NECAB1,0.713846153846154,C16orf89,0.725384615384615,IGF2BP1,0.701350049470228,GRM8,0.753076923076923
235,MSX2,0.713846153846154,HAPLN3,0.724615384615385,LPGAT1,0.700769230769231,NHSL2,0.751538461538462
236,YAP1,0.711538461538462,TWF2,0.724615384615385,DOCK9,0.700769230769231,RELN,0.748461538461538
237,KREMEN1,0.711538461538462,SYCE1L,0.724615384615385,ANKRD37,0.699230769230769,SORBS1,0.748461538461538
238,LRP4,0.711538461538462,NPM1,0.723076923076923,CHGA,0.699230769230769,ELAVL2,0.747692307692308
239,SERINC5,0.710769230769231,FAM84A,0.722307692307692,CASZ1,0.698461538461539,KIAA1586,0.746923076923077
240,PDZRN3,0.710769230769231,SLC8A2,0.721538461538462,SHROOM3,0.696153846153846,KCTD10,0.746923076923077
241,KCNG4,0.710180874914072,FHL2,0.721538461538462,SPAG6,0.696153846153846,SLC26A11,0.745384615384615
242,ARHGAP24,0.71,NTS,0.721388622312235,PMEPA1,0.695384615384615,TAL1,0.745384615384615
243,SEC61B,0.709230769230769,OPHN1,0.720769230769231,FAM149A,0.694615384615385,C1orf115,0.743846153846154
244,ITGA8,0.709230769230769,PPM1H,0.72,DLEU7,0.690769230769231,CPEB4,0.742307692307692
245,ADAMTS1,0.708461538461538,WNT5A,0.719230769230769,B9D2,0.69,BTN2A2,0.741538461538461
246,DDC,0.70782844163753,FAM213B,0.719230769230769,C1QTNF4,0.689230769230769,RP11-508N12.4,0.741538461538461
247,COL12A1,0.706153846153846,ABCB9,0.717692307692308,CCDC177,0.689230769230769,THBS1,0.740769230769231
248,LURAP1L,0.706153846153846,FGF5,0.717692307692308,GUCA1C,0.687367856034893,B3GNT8,0.740769230769231
249,FGF18,0.706153846153846,RGS9,0.717692307692308,ATP6V1B2,0.686923076923077,AACS,0.74
250,TENM2,0.706153846153846,TCF4,0.716153846153846,RP11-176H8.1,0.686923076923077,NPR2,0.74
251,IGSF11,0.705384615384615,EYA1,0.715384615384615,ZNF491,0.684615384615385,SH2B2,0.74
252,MID1,0.705384615384615,LRP5L,0.714615384615385,IFT43,0.680769230769231,CMC1,0.738461538461539
253,NAV3,0.704615384615385,COL21A1,0.713846153846154,CAMK2D,0.680769230769231,SCN3B,0.736923076923077
254,PHF21B,0.704615384615385,BNC1,0.713846153846154,TARS2,0.679230769230769,PPM1L,0.736923076923077
255,RTTN,0.703846153846154,RPL7,0.713076923076923,SSBP3,0.674615384615385,PRKAR2B,0.733846153846154
256,GOLGA7B,0.703846153846154,TTBK1,0.711538461538462,MBOAT2,0.674615384615385,DLG2,0.733076923076923
257,NGF,0.703846153846154,GMPS,0.711538461538462,TAP1,0.674615384615385,SNX16,0.733076923076923
258,TPO,0.70376961554351,CNKSR2,0.711538461538462,PVRL1,0.673076923076923,DLC1,0.733076923076923
259,MAN1C1,0.702307692307692,TBCB,0.710769230769231,GNGT1,0.672437019555653,MAGI2,0.731538461538462
260,NTPCR,0.702307692307692,NTNG2,0.709230769230769,VPS13A,0.671538461538462,SBK1,0.730769230769231
261,TST,0.702307692307692,OPRM1,0.707692307692308,ISL2,0.671285803222205,CHST1,0.730769230769231
262,MATN4,0.700769230769231,PRIMA1,0.707692307692308,CNTNAP5,0.670769230769231,CIRH1A,0.729230769230769
263,TRIB2,0.700769230769231,GABRA2,0.707692307692308,UGCG,0.67,RADIL,0.729230769230769
264,KCNIP1,0.700769230769231,KIAA0922,0.706923076923077,DNAJB2,0.67,ATP6V0A2,0.729230769230769
265,SNX21,0.7,PROX1,0.706153846153846,PROM1,0.669230769230769,PER2,0.726923076923077
266,NENF,0.7,PFDN5,0.702307692307692,NUP205,0.668461538461539,AP5M1,0.726923076923077
267,MAML2,0.699230769230769,TLR9,0.7,LRRC39,0.668461538461539,TMEM155,0.726923076923077
268,PSMG1,0.698461538461539,POLR1D,0.7,TACR3,0.667692307692308,KALRN,0.726153846153846
269,RCN1,0.698461538461539,NLRP1,0.7,SLC35F3,0.665384615384615,GRIA2,0.726153846153846
270,SMARCD2,0.698461538461539,SLC44A3,0.7,RTN4RL1,0.663846153846154,HRASLS,0.726153846153846
271,PDZK1,0.697692307692308,GNG3,0.698461538461539,MYLIP,0.663076923076923,CELF4,0.724615384615385
272,COL6A3,0.697692307692308,ST8SIA1,0.697692307692308,ZNF433,0.663076923076923,MID2,0.723846153846154
273,ECEL1,0.696923076923077,CRIP2,0.697692307692308,JAZF1,0.660769230769231,DACH1,0.723846153846154
274,ITGA6,0.696923076923077,ZNF43,0.696923076923077,GLCCI1,0.66,PRKACB,0.723846153846154
275,IRX5,0.696923076923077,ACTR3B,0.696153846153846,KCNQ3,0.659230769230769,C1orf204,0.723076923076923
276,CALHM2,0.695384615384615,LINC00632,0.696153846153846,ZADH2,0.657692307692308,TNIK,0.723076923076923
277,FZD2,0.694615384615385,FAM198B,0.695384615384615,ASUN,0.656923076923077,CHN2,0.722307692307692
278,RAB11FIP2,0.694615384615385,FBXL16,0.695384615384615,RBM23,0.655384615384615,RSPO2,0.721538461538462
279,SIL1,0.693846153846154,PBX3,0.694615384615385,MAP3K4,0.653076923076923,NPY1R,0.721538461538462
280,PDE11A,0.693846153846154,MDFI,0.693076923076923,WBP11,0.653076923076923,DPYSL3,0.721538461538462
281,NPS,0.693664745324878,TNFRSF18,0.692840851949523,USP49,0.652307692307692,EIF4E,0.720769230769231
282,CELF6,0.693076923076923,VSTM4,0.692307692307692,BCL11B,0.651538461538462,GSPT2,0.72
283,LDLRAP1,0.692307692307692,PPARGC1B,0.692307692307692,REL,0.650769230769231,DPYSL5,0.718461538461538
284,SLC25A21-AS1,0.692307692307692,CLDN4,0.692307692307692,ST5,0.650769230769231,BEGAIN,0.716923076923077
285,MAPK4,0.691538461538462,MAPKAPK2,0.691538461538462,ARHGAP18,0.65,IFFO2,0.716923076923077
286,CUBN,0.688461538461538,RARB,0.691538461538462,CNGB3,0.64822398288231,PRKX,0.715384615384615
287,RNF215,0.688461538461538,GINS4,0.690769230769231,XKR9,0.647692307692308,SDSL,0.715384615384615
288,ERO1LB,0.688461538461538,CACNG4,0.690769230769231,SLC13A4,0.647692307692308,TMEM167A,0.715384615384615
289,TENM3,0.687692307692308,EXOC3L1,0.687692307692308,MSH3,0.647692307692308,GPR21,0.714615384615385
290,ERP44,0.687692307692308,CRISPLD2,0.686923076923077,HMGA1,0.646923076923077,MSRB2,0.713846153846154
291,TMEFF2,0.686153846153846,FAXDC2,0.685384615384615,CAV1,0.646923076923077,RGS7BP,0.713846153846154
292,KLHL42,0.686153846153846,LSM6,0.684615384615385,CCPG1,0.646923076923077,MYO10,0.713076923076923
293,DDR2,0.685384615384615,SNAPC1,0.684615384615385,ZNF649,0.646153846153846,KCNH7,0.713076923076923
294,VLDLR,0.684615384615385,TMEM121,0.684615384615385,NDUFAF2,0.646153846153846,KCTD1,0.713076923076923
295,FBXO17,0.683846153846154,CRB1,0.684615384615385,NISCH,0.646153846153846,GTF3C4,0.712307692307692
296,ARHGAP5,0.683846153846154,AIFM1,0.683846153846154,LACTB2,0.645384615384615,PHF17,0.711538461538462
297,MAGEC3,0.683846153846154,TTLL1,0.683846153846154,DIRAS2,0.643846153846154,CERS1,0.711538461538462
298,OSBPL3,0.683076923076923,KRT31,0.681874560837712,STAU2,0.643076923076923,LARP1B,0.710769230769231
299,CD226,0.683076923076923,MPG,0.681538461538462,TMEM132D,0.642307692307692,PPP1R21,0.71
300,RNF183,0.682852905308376,PIRT,0.681538461538462,UCHL3,0.640769230769231,DLG3,0.71
301,CLU,0.682307692307692,NDUFS4,0.681538461538462,ENAH,0.64,GNAZ,0.709230769230769
302,STIM2,0.681538461538462,ADAMTS14,0.680769230769231,FAM184A,0.638461538461539,DAPK2,0.706923076923077
303,CDC14A,0.681538461538462,SACS,0.680769230769231,SLC35B4,0.638461538461539,CADPS,0.706923076923077
304,GAD1,0.68,ZNF93,0.68,RGS16,0.636923076923077,SLC7A14,0.706923076923077
305,GJA3,0.678427967747794,H2AFZ,0.679230769230769,SLC15A4,0.636923076923077,CLIP1,0.705384615384615
306,SIPA1L2,0.677692307692308,PDRG1,0.677692307692308,PTDSS1,0.635384615384615,ALS2,0.705384615384615
307,TTC6,0.676923076923077,RND3,0.677692307692308,RCOR1,0.634615384615385,GDF1,0.705384615384615
308,FAM13C,0.676923076923077,GRID1,0.676923076923077,MTFR1,0.633076923076923,RNF144A,0.703076923076923
309,SUMF1,0.676153846153846,A4GALT,0.676153846153846,FAM135B,0.629230769230769,DIRC2,0.702307692307692
310,ZNF804B,0.676153846153846,PRDM13,0.675916476247682,RNASEH2B,0.629230769230769,SLC35G1,0.702307692307692
311,RIN1,0.675384615384615,TLX3,0.675330123146206,WWC1,0.626923076923077,H3F3C,0.702307692307692
312,COL5A1,0.675384615384615,GTF3A,0.674615384615385,DLGAP2,0.626923076923077,SLC16A7,0.701538461538462
313,PTGS1,0.675384615384615,GRHPR,0.673846153846154,EFHC1,0.626153846153846,GNA12,0.701538461538462
314,KIRREL3,0.675384615384615,RASSF9,0.673846153846154,ZBTB9,0.625384615384615,TMEM132E,0.701538461538462
315,TEF,0.674615384615385,SMOC2,0.673846153846154,IRX6,0.624326589923404,NNAT,0.700769230769231
316,ALX4,0.674615384615385,RPS6KA6,0.673846153846154,C7,0.623846153846154,CACNB3,0.698461538461539
317,MPP1,0.674615384615385,ING1,0.673076923076923,GLB1L2,0.623076923076923,SCRN1,0.696153846153846
318,MYO5B,0.673846153846154,FAM155B,0.673076923076923,CACNA2D4,0.623076923076923,AC004017.1,0.694615384615385
319,CCDC36,0.673846153846154,TCP10L,0.673076923076923,SNX25,0.621538461538461,LRRC7,0.693846153846154
320,SYT9,0.673076923076923,BOC,0.671538461538462,B3GALNT2,0.620769230769231,GCNT4,0.693846153846154
321,PPFIBP2,0.672307692307692,MICAL1,0.670769230769231,HEATR5A,0.618461538461539,MYCBP2,0.693076923076923
322,PPP1R16B,0.671538461538462,RPIA,0.67,IQSEC1,0.617692307692308,OAS3,0.692307692307692
323,VIM,0.671538461538462,RPL22L1,0.668461538461539,B3GALTL,0.617692307692308,PAFAH1B1,0.691538461538462
324,ACCS,0.670769230769231,BMP5,0.667692307692308,LRRC61,0.616923076923077,TANC2,0.690769230769231
325,PRDM1,0.670769230769231,TRIM46,0.666923076923077,NUDT14,0.613076923076923,NIPAL3,0.690769230769231
326,FOXD1,0.67,INPP4B,0.666153846153846,LCORL,0.613076923076923,BLCAP,0.69
327,KCTD16,0.668461538461539,SPATC1L,0.665384615384615,VASH1,0.612307692307692,FIBCD1,0.689230769230769
328,PLCB1,0.668461538461539,KCNG1,0.665384615384615,LARGE,0.611538461538462,CRTC3,0.689230769230769
329,OBSL1,0.668461538461539,HRK,0.664615384615385,C14orf144,0.611538461538462,HINT3,0.687692307692308
330,CEP112,0.668461538461539,DNTT,0.66441577950734,ERMAP,0.610769230769231,TMEM108,0.687692307692308
331,MEGF11,0.668461538461539,TBX15,0.663846153846154,PLSCR2,0.610043157119234,SDCCAG8,0.686923076923077
332,CCDC181,0.667692307692308,FAM110D,0.663846153846154,SPR,0.609230769230769,FBN2,0.686923076923077
333,CDC42EP3,0.666153846153846,ZNF765,0.663846153846154,EIF1B,0.609230769230769,TUBB2A,0.686153846153846
334,FAM179A,0.666153846153846,GAS1,0.663076923076923,FAM169A,0.608461538461538,PHACTR2,0.686153846153846
335,ALCAM,0.666153846153846,TGFB2,0.662307692307692,MED8,0.607692307692308,TMTC4,0.685384615384615
336,OLFM1,0.663846153846154,CYYR1,0.660769230769231,CMSS1,0.606923076923077,DYNC1I1,0.683846153846154
337,FGFR2,0.663076923076923,PRKAG2,0.659230769230769,LRRC3DN,0.606923076923077,FAM161B,0.683846153846154
338,MMP28,0.663076923076923,TCEAL7,0.658461538461538,PIGH,0.605384615384615,GNA11,0.683846153846154
339,HTRA3,0.663076923076923,ALDH1L2,0.658461538461538,ZNF397,0.602307692307692,TRMT11,0.683846153846154
340,LZTFL1,0.663076923076923,DRAM2,0.657692307692308,SST,0.601548885311245,SNRK,0.683076923076923
341,CLDN11,0.662307692307692,RAB26,0.657692307692308,TFB2M,0.601538461538462,NFE2L3,0.683076923076923
342,TSPAN9,0.661538461538462,METRN,0.656923076923077,PARP12,0.600769230769231,PGRMC2,0.683076923076923
343,FAM196A,0.660769230769231,AC005358.1,0.656923076923077,PFKL,0.600769230769231,FLJ30594,0.683076923076923
344,TMEM215,0.660126959701088,ARHGAP11B,0.655384615384615,TEAD3,0.600769230769231,PHACTR1,0.682307692307692
345,HOXD13,0.660052526050114,FAM111B,0.655384615384615,FLAD1,0.596153846153846,NOL4,0.682307692307692
346,SFMBT2,0.66,FLNB,0.653846153846154,SLC17A7,0.593846153846154,TAOK3,0.680769230769231
347,RSRC1,0.66,B4GALT5,0.653076923076923,LRGUK,0.592307692307692,RFX3,0.679230769230769
348,DNASE2,0.66,DIAPH2,0.653076923076923,IMPDH1,0.591538461538462,MRM1,0.679230769230769
349,CNTN5,0.66,SEPTIN11,0.652307692307692,FBXL13,0.590769230769231,FBLIM1,0.679230769230769
350,SLC12A2,0.658461538461538,GRIA4,0.652307692307692,RIMBP2,0.590769230769231,GTDC1,0.678461538461538
351,CCBE1,0.657692307692308,KCNK12,0.652307692307692,SLC6A9,0.590769230769231,C3orf70,0.676923076923077
352,MARVELD1,0.656153846153846,ADK,0.651538461538462,NUPL2,0.59,ANKRD50,0.676153846153846
353,PTGFRN,0.656153846153846,CHSY1,0.651538461538462,SLC29A4,0.589230769230769,LYRM9,0.674615384615385
354,TMPRSS9,0.655384615384615,RPA4,0.650125036069253,TFB1M,0.588461538461538,ADCY5,0.674615384615385
355,PCDH1,0.655384615384615,NOTCH1,0.65,RP11-187E13.1,0.587692307692308,FAM181B,0.674615384615385
356,AHCY,0.655384615384615,MYL7,0.648970967957888,MOK,0.586153846153846,SYNE2,0.673846153846154
357,IFI27L2,0.654615384615385,CPQ,0.647692307692308,TMEM38A,0.585384615384615,TRAF3,0.673076923076923
358,TBC1D30,0.653846153846154,HSPA12A,0.646923076923077,HAX1,0.583076923076923,CLIP3,0.673076923076923
359,CRB2,0.653076923076923,PVRL3,0.646153846153846,C1D,0.582307692307692,PNMA1,0.67282544955987
360,PIEZO2,0.653076923076923,MMS22L,0.645384615384615,DYX1C1,0.580769230769231,SGK223,0.671538461538462
361,TF,0.653076923076923,PODN,0.645384615384615,MCM9,0.579230769230769,NCOA7,0.671538461538462
362,TBX2,0.652307692307692,QSOX1,0.644615384615385,RIOK2,0.578461538461538,NRN1,0.670769230769231
363,IRF8,0.652307692307692,ATP2A3,0.644615384615385,ZSCAN12,0.577692307692308,APC,0.670769230769231
364,GABRD,0.652307692307692,COL5A2,0.644615384615385,OMA1,0.577692307692308,RALGPS1,0.67
365,SELENBP1,0.652307692307692,ESR2,0.643846153846154,C1GALT1,0.576923076923077,TMEM255A,0.67
366,CTNNA1,0.652307692307692,SLC41A2,0.643076923076923,ATP7B,0.576153846153846,SYT13,0.669230769230769
367,PLTP,0.652307692307692,COX4I1,0.642307692307692,CPPED1,0.575384615384615,MAML3,0.667692307692308
368,EMB,0.651538461538462,AASS,0.640769230769231,ABCB8,0.574615384615385,SYNPR,0.667692307692308
369,DCUN1D3,0.651538461538462,SYNGR3,0.640769230769231,FAM114A2,0.573076923076923,ASXL3,0.667692307692308
370,WNT16,0.651538461538462,ZNF286A,0.640769230769231,PRSS12,0.572307692307692,PDE9A,0.666923076923077
371,ALG2,0.651538461538462,CALCB,0.640769230769231,YRDC,0.571538461538462,TRIM67,0.666923076923077
372,LGALSL,0.651538461538462,NRG3,0.64,GNB5,0.570769230769231,SUDS3,0.665384615384615
373,FBXO4,0.650769230769231,SH2D3C,0.64,ATP2C1,0.57,C7orf13,0.665384615384615
374,SHOX2,0.65,MYOCD,0.639230769230769,LRP2,0.57,AKR1C2,0.664615384615385
375,CACNA1S,0.649230769230769,ARHGAP11A,0.636923076923077,PSMA6,0.57,SYT4,0.662307692307692
376,SUSD1,0.648461538461539,RGMB,0.635384615384615,LMNB1,0.566923076923077,MAGI3,0.660769230769231
377,ZFHX3,0.648461538461539,MCCC1,0.635384615384615,C1orf27,0.563846153846154,SBP1,0.659230769230769
378,MMP2,0.648461538461539,UNC13C,0.634615384615385,FKBP5,0.563846153846154,MMD2,0.657692307692308
379,MEGF6,0.647692307692308,FUT9,0.633846153846154,ALKBH3,0.563846153846154,MSRA,0.656923076923077
380,NUDT16,0.647692307692308,SPSB4,0.633846153846154,MOCS2,0.563846153846154,KCNH8,0.656923076923077
381,TSPAN5,0.647692307692308,TEX9,0.633846153846154,XPO4,0.563846153846154,SPATA13,0.656923076923077
382,SOX7,0.647692307692308,SPHK1,0.633076923076923,RPP25,0.563076923076923,BRAP,0.654615384615385
383,E2F7,0.646923076923077,ITGBL1,0.633076923076923,NANS,0.562307692307692,PPAPDC1A,0.653846153846154
384,CACNG5,0.646923076923077,TMEM18,0.631538461538462,WASF1,0.561538461538462,SLC31A1,0.652307692307692
385,RASL10B,0.646153846153846,PREX1,0.63,APCDD1L,0.561538461538462,KLHDC10,0.651538461538462
386,SMIM19,0.646153846153846,RP11-680G10.1,0.63,ABT1,0.560769230769231,MKLN1,0.651538461538462
387,TMEM2,0.643846153846154,PDE7A,0.629230769230769,C5orf22,0.559230769230769,PHTF2,0.650769230769231
388,TMEM261,0.643846153846154,HIST3H2BB,0.628461538461538,MBLAC2,0.558461538461538,POU2F1,0.65
389,MAF,0.643076923076923,TCF12,0.627692307692308,CNNM4,0.558461538461538,STK32C,0.649230769230769
390,PLEKHH2,0.643076923076923,LGALS3,0.627692307692308,CMTR1,0.556923076923077,L3MBTL3,0.648461538461539
391,HHIPL2,0.642307692307692,LRRC18,0.626976115652781,LNP1,0.555384615384615,FAM101A,0.648461538461539
392,AUTS2,0.641538461538462,SLC35D2,0.626923076923077,NAA25,0.554615384615385,DNAJB6,0.647692307692308
393,CRYL1,0.641538461538462,WEE1,0.626923076923077,SDK2,0.553846153846154,KRT222,0.646651461819555
394,BAMBI,0.640769230769231,MZT2A,0.626153846153846,MALSU1,0.553076923076923,NANOS3,0.646153846153846
395,SOCS6,0.64,ADCY8,0.624615384615385,ZNF814,0.551538461538462,CPEB2,0.643846153846154
396,ST3GAL4,0.64,RAB20,0.624615384615385,TDRP,0.551538461538462,SMPD3,0.643076923076923
397,PRRT3,0.64,MID1IP1,0.62,CDK7,0.550769230769231,ENHO,0.641538461538462
398,ALPL,0.639230769230769,MET,0.62,ACADS,0.55,DAPK1,0.641538461538462
399,PKP2,0.638461538461539,TTC9B,0.619230769230769,RASEF,0.55,SLIT3,0.64
400,SEMA6D,0.637692307692308,ZNF486,0.617692307692308,RRP15,0.548461538461538,C10orf85,0.64
401,NKD1,0.637692307692308,CCND1,0.617692307692308,FBXW9,0.547692307692308,PRKRIP1,0.638461538461539
402,GNG11,0.636153846153846,ITPK1,0.617692307692308,SERTAD3,0.546153846153846,SPTAN1,0.638461538461539
403,SCUBE1,0.636153846153846,APIP,0.616923076923077,GK5,0.545384615384615,TRIM9,0.636153846153846
404,COL2A1,0.636153846153846,PLD2,0.616923076923077,POLR3G,0.544615384615385,SPPL3,0.636153846153846
405,BHLHE40,0.636153846153846,KCND3,0.615384615384615,WDR62,0.542307692307692,IGSF3,0.636153846153846
406,LRRC10B,0.636153846153846,MYOZ3,0.615384615384615,GALP,0.540666729899772,AMER2,0.634615384615385
407,RNF212,0.635384615384615,IRAK3,0.615384615384615,POTEF,0.54,APBA1,0.634615384615385
408,FUCA2,0.634615384615385,BTBD3,0.615384615384615,SMYD3,0.54,JPH3,0.633846153846154
409,AP3S2,0.633846153846154,ZNF90,0.615384615384615,FBXO10,0.539230769230769,RGAG4,0.633076923076923
410,SHISA4,0.632307692307692,FOXS1,0.613076923076923,APBB2,0.539230769230769,EPAS1,0.632307692307692
411,PGM5,0.631538461538462,COL8A1,0.613076923076923,RAD54L2,0.537692307692308,KIAA1598,0.631538461538462
412,HOXD9,0.631185837573576,MPEG1,0.612307692307692,KIRREL2,0.536153846153846,COMMD3-BMI1,0.630769230769231
413,GRB10,0.630769230769231,SLC36A1,0.612307692307692,GGA2,0.535384615384615,FOSL2,0.630769230769231
414,CYB5R2,0.63,ZNF85,0.610769230769231,MRPS6,0.533846153846154,KIAA0930,0.63
415,LPIN1,0.63,HIST1H1D,0.610769230769231,TMSB10,0.533846153846154,TET1,0.63
416,PHLDB2,0.629230769230769,PAK7,0.61,DAP3,0.533846153846154,CCDC120,0.629230769230769
417,ANXA2,0.628461538461538,UTP14A,0.609230769230769,SEPHS2,0.533076923076923,KLHL5,0.628461538461538
418,BTD,0.628461538461538,STK25,0.608461538461538,C14orf79,0.533076923076923,RBFOX2,0.628461538461538
419,IL1RAPL1,0.628461538461538,CCNI,0.608461538461538,FEZ2,0.532307692307692,CEP170,0.627692307692308
420,HOXA13,0.628341454728914,COL3A1,0.608461538461538,TTYH3,0.532307692307692,TMEM161B,0.626923076923077
